_id,video_id,publishedAt,channelId,title,description,thumbnails_default_url,thumbnails_default_width,thumbnails_default_height,thumbnails_medium_url,thumbnails_medium_width,thumbnails_medium_height,thumbnails_high_url,thumbnails_high_width,thumbnails_high_height,liveBroadcastContent,publishTime,Code,viewCount,InteractionScore,Username,likeCount_unwinded,id_unwinded,commentCount_unwinded,favoriteCount_unwinded
66b63379ccc3aeac4d044015,CPNC0AvcBvw,2015-04-09T17:18:39Z,UCqnUU9as0z6M5KP8btGn0vA,"Antonine Wall Distance Slabs,Glasgow, Scotland","Distance slabs from Antonine Wall, Scotland which record construction of individual stretches of the Wall by the 2nd, 6th and 20th ...",https://i.ytimg.com/vi/CPNC0AvcBvw/default.jpg,120,90,https://i.ytimg.com/vi/CPNC0AvcBvw/mqdefault.jpg,320,180,https://i.ytimg.com/vi/CPNC0AvcBvw/hqdefault.jpg,480,360,none,2015-04-09 17:18:39,YT.0049,199,0.000017328,YT.Auth.0007,3,CPNC0AvcBvw,3,0
66b63379ccc3aeac4d044018,l9D_JErPbko,2016-01-12T13:59:17Z,UCSxsi2uNwmewgetIeveu8pQ,Antonine Wall,If you find our videos helpful you can support us by buying something from amazon. https://www.amazon.com/?tag=wiki-audio-20 ...,https://i.ytimg.com/vi/l9D_JErPbko/default.jpg,120,90,https://i.ytimg.com/vi/l9D_JErPbko/mqdefault.jpg,320,180,https://i.ytimg.com/vi/l9D_JErPbko/hqdefault.jpg,480,360,none,2016-01-12 13:59:17,YT.0055,179,0.000015587,YT.Auth.0053,0,l9D_JErPbko,0,0
66b63379ccc3aeac4d04401e,sQ2qhYt3OK4,2006-12-07T04:56:55Z,UCy944_HAIgwgGYz7PD5Qt5g,Scotland. Bar Hill. A Roman Fort,Bar Hill was a Roman Fort in the time of the Antonine Wall. (Note spelling is not Briar),https://i.ytimg.com/vi/sQ2qhYt3OK4/default.jpg,120,90,https://i.ytimg.com/vi/sQ2qhYt3OK4/mqdefault.jpg,320,180,https://i.ytimg.com/vi/sQ2qhYt3OK4/hqdefault.jpg,480,360,none,2006-12-07 04:56:55,YT.0002,2400,0.000208983,YT.Auth.0002,8,sQ2qhYt3OK4,7,0
66b63379ccc3aeac4d044022,sydgDeM3CTM,2009-10-18T19:56:49Z,UCqnUU9as0z6M5KP8btGn0vA,"Antonine Wall at Rough Castle, Scotland",,https://i.ytimg.com/vi/sydgDeM3CTM/default.jpg,120,90,https://i.ytimg.com/vi/sydgDeM3CTM/mqdefault.jpg,320,180,https://i.ytimg.com/vi/sydgDeM3CTM/hqdefault.jpg,480,360,none,2009-10-18 19:56:49,YT.0012,231,0.000020115,YT.Auth.0007,1,sydgDeM3CTM,0,0
66b63379ccc3aeac4d044024,zyI7PzXHVxI,2009-12-10T09:35:14Z,UCqQEbaS5TSYGLawkESQTc9A,The Antonine Wall in Scotland (hu),The Antonine Wall in Scotland is the northernmost frontier monument of the Roman Empire. In 2008 this archaeological ...,https://i.ytimg.com/vi/zyI7PzXHVxI/default.jpg,120,90,https://i.ytimg.com/vi/zyI7PzXHVxI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/zyI7PzXHVxI/hqdefault.jpg,480,360,none,2009-12-10 09:35:14,YT.0015,98,0.000008533457423,YT.Auth.0013,0,zyI7PzXHVxI,0,0
66b63379ccc3aeac4d044027,e3tlfyeh7qc,2014-05-07T16:26:27Z,UC7B9qN4MI5n8xMLumFCHEkg,Frontiers of the Roman Empire,a short film about the UNESCO Frontiers of the Roman Empire project.,https://i.ytimg.com/vi/e3tlfyeh7qc/default.jpg,120,90,https://i.ytimg.com/vi/e3tlfyeh7qc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/e3tlfyeh7qc/hqdefault.jpg,480,360,none,2014-05-07 16:26:27,YT.0039,839,0.000073057,YT.Auth.0038,8,e3tlfyeh7qc,,0
66b63379ccc3aeac4d04402a,96XvB-lQK8g,2015-11-01T21:35:00Z,UCjqWJFBD5poPdirkmEjkUPQ,The Antonine Guard Perthshire Amber Festival Dunkeld Scotland,Tour Scotland video of the The Antonine Roman Guard marching through town at the Perthshire Amber Festival on visit to ...,https://i.ytimg.com/vi/96XvB-lQK8g/default.jpg,120,90,https://i.ytimg.com/vi/96XvB-lQK8g/mqdefault.jpg,320,180,https://i.ytimg.com/vi/96XvB-lQK8g/hqdefault.jpg,480,360,none,2015-11-01 21:35:00,YT.0053,181,0.000015761,YT.Auth.0036,2,96XvB-lQK8g,0,0
66b63379ccc3aeac4d043ff7,FV3LLGoCsmk,2008-08-01T13:50:26Z,UCdJuFZVBPUd5bdhhfCjQMPg,Hadrian&#39;s Wall - Antonine Wall Roman Frontiers,"It was in the dense forests of free Germany when Augustus lost three legions, 18000 men, due to an attack by the local tribes.",https://i.ytimg.com/vi/FV3LLGoCsmk/default.jpg,120,90,https://i.ytimg.com/vi/FV3LLGoCsmk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/FV3LLGoCsmk/hqdefault.jpg,480,360,none,2008-08-01 13:50:26,YT.0004,5432,0.000472997,YT.Auth.0004,25,FV3LLGoCsmk,9,0
66b63379ccc3aeac4d043ffc,AGUSC2JTK78,2010-10-17T20:43:03Z,UCqnUU9as0z6M5KP8btGn0vA,Antonine Wall,"Sebags Wood, near Bonnybridge, Scotland 17/10/2010.",https://i.ytimg.com/vi/AGUSC2JTK78/default.jpg,120,90,https://i.ytimg.com/vi/AGUSC2JTK78/mqdefault.jpg,320,180,https://i.ytimg.com/vi/AGUSC2JTK78/hqdefault.jpg,480,360,none,2010-10-17 20:43:03,YT.0023,125,0.000010885,YT.Auth.0007,0,AGUSC2JTK78,0,0
66b63379ccc3aeac4d044004,J34GnH17e2o,2016-02-26T20:06:23Z,UCOjhSCfM-3kgLRhVweV43BQ,"Kelpies, Falkirk Wheel &amp; Antonine Wall","The Kelpies are 30-metre high horse-head sculptures, standing next to the Forth and Clyde Canal near Falkirk, Scotland.",https://i.ytimg.com/vi/J34GnH17e2o/default.jpg,120,90,https://i.ytimg.com/vi/J34GnH17e2o/mqdefault.jpg,320,180,https://i.ytimg.com/vi/J34GnH17e2o/hqdefault.jpg,480,360,none,2016-02-26 20:06:23,YT.0056,39544,0.003443337,YT.Auth.0055,149,J34GnH17e2o,14,0
66b63379ccc3aeac4d044005,kxrKnB265sI,2016-03-22T19:01:20Z,UCN8X1dl1KHzOU2tIa_Dm47w,Follow the Flint - Part One | Dig It! TV,"You're never too young to uncover a real piece of history. As part of World Heritage Day 2015, children from the local community ...",https://i.ytimg.com/vi/kxrKnB265sI/default.jpg,120,90,https://i.ytimg.com/vi/kxrKnB265sI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/kxrKnB265sI/hqdefault.jpg,480,360,none,2016-03-22 19:01:20,YT.0058,349,0.00003039,YT.Auth.0057,9,kxrKnB265sI,0,0
66b63379ccc3aeac4d044009,C-OLMOY_WYk,2009-12-10T09:37:20Z,UCqQEbaS5TSYGLawkESQTc9A,The Antonine Wall in Scotland (pl),The Antonine Wall in Scotland is the northernmost frontier monument of the Roman Empire. In 2008 this archaeological ...,https://i.ytimg.com/vi/C-OLMOY_WYk/default.jpg,120,90,https://i.ytimg.com/vi/C-OLMOY_WYk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/C-OLMOY_WYk/hqdefault.jpg,480,360,none,2009-12-10 09:37:20,YT.0016,184,0.000016022,YT.Auth.0013,0,C-OLMOY_WYk,0,0
66b63379ccc3aeac4d044010,UOMcAS0K6MA,2013-01-27T22:32:04Z,UCqnUU9as0z6M5KP8btGn0vA,Antonine Wall,"Near Forth & Clyde Canal at Bonnybridge, Scotland. Dates from 2nd century AD.",https://i.ytimg.com/vi/UOMcAS0K6MA/default.jpg,120,90,https://i.ytimg.com/vi/UOMcAS0K6MA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/UOMcAS0K6MA/hqdefault.jpg,480,360,none,2013-01-27 22:32:04,YT.0033,283,0.000024643,YT.Auth.0007,3,UOMcAS0K6MA,0,0
66b63379ccc3aeac4d044014,xqLv_Ph6Jlg,2015-02-28T12:39:42Z,UCVapUKPgt7u0TQK9XsQ7ZTA,@ the Antonine Wall 28/02/15,,https://i.ytimg.com/vi/xqLv_Ph6Jlg/default.jpg,120,90,https://i.ytimg.com/vi/xqLv_Ph6Jlg/mqdefault.jpg,320,180,https://i.ytimg.com/vi/xqLv_Ph6Jlg/hqdefault.jpg,480,360,none,2015-02-28 12:39:42,YT.0047,61,0.000005311641865,YT.Auth.0046,5,xqLv_Ph6Jlg,0,0
66b63379ccc3aeac4d044016,uxuYH3yt3n4,2015-06-11T11:23:57Z,UCAhBKbRzEebOuXHB5laFOBg,"Antonine Wall, Rough Castle -Bonnybridge, Scotland, Roman Wall",Just a visit and a walkabout.,https://i.ytimg.com/vi/uxuYH3yt3n4/default.jpg,120,90,https://i.ytimg.com/vi/uxuYH3yt3n4/mqdefault.jpg,320,180,https://i.ytimg.com/vi/uxuYH3yt3n4/hqdefault.jpg,480,360,none,2015-06-11 11:23:57,YT.0050,573,0.000049895,YT.Auth.0049,5,uxuYH3yt3n4,1,0
66b63379ccc3aeac4d044017,OS-8NnrVWis,2015-10-11T12:00:17Z,UCVLs68BWmBGH0c_dnZUtXdg,Antonine Wall,"The Antonine wall, this part of the wall is just west of Bonnybridge. Music: http://www.purple-planet.com.",https://i.ytimg.com/vi/OS-8NnrVWis/default.jpg,120,90,https://i.ytimg.com/vi/OS-8NnrVWis/mqdefault.jpg,320,180,https://i.ytimg.com/vi/OS-8NnrVWis/hqdefault.jpg,480,360,none,2015-10-11 12:00:17,YT.0052,2201,0.000191654,YT.Auth.0051,20,OS-8NnrVWis,0,0
66b63379ccc3aeac4d044019,va8bc_ukEv4,2016-04-15T16:21:42Z,UCEAuWuv42F8vSt6Cxf0BhXQ,"Tawona Sithole reads &#39;Climbing Hills&#39;. Antonine Wall (Bearsden, Scotland), March 29th, 2016",Recorded for the Out of Bounds poetry project tour. Visit http://outofbounds.digital for more information. Recorded for the Out of ...,https://i.ytimg.com/vi/va8bc_ukEv4/default.jpg,120,90,https://i.ytimg.com/vi/va8bc_ukEv4/mqdefault.jpg,320,180,https://i.ytimg.com/vi/va8bc_ukEv4/hqdefault.jpg,480,360,none,2016-04-15 16:21:42,YT.0060,101,0.000008794685711,YT.Auth.0058,1,va8bc_ukEv4,0,0
66b63379ccc3aeac4d04401a,dSb8GQa5c_Q,2016-04-15T16:28:37Z,UCEAuWuv42F8vSt6Cxf0BhXQ,"Vahni Capildeo reads &#39;Fortuna, with Cornucopia, Found at Castlecary by Canal Workers in 1769&#39;","Antonine Wall, Bearsden, Scotland. March 29th 2016. Recorded for the Out of Bounds poetry project tour.",https://i.ytimg.com/vi/dSb8GQa5c_Q/default.jpg,120,90,https://i.ytimg.com/vi/dSb8GQa5c_Q/mqdefault.jpg,320,180,https://i.ytimg.com/vi/dSb8GQa5c_Q/hqdefault.jpg,480,360,none,2016-04-15 16:28:37,YT.0061,379,0.000033002,YT.Auth.0058,0,dSb8GQa5c_Q,0,0
66b63379ccc3aeac4d044021,IYENO1utaO8,2009-10-18T19:33:23Z,UCqnUU9as0z6M5KP8btGn0vA,"Barr Hill Roman Fort, Antonine Wall, Scotland",This is the highest fort on the line of the Wall and coveed an area of some 3.2 acres.The Military Way passed between the fort and ...,https://i.ytimg.com/vi/IYENO1utaO8/default.jpg,120,90,https://i.ytimg.com/vi/IYENO1utaO8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/IYENO1utaO8/hqdefault.jpg,480,360,none,2009-10-18 19:33:23,YT.0010,511,0.000044496,YT.Auth.0007,1,IYENO1utaO8,0,0
66b63379ccc3aeac4d044029,lXg8H2zzyC4,2015-04-01T16:49:24Z,UCaEXPnq1gBpoowtHHYfDbJQ,Mark of Rome – The Story of the Bridgeness Slab,"""The Mark of Rome"" follows the discovery of an important Roman relic, The Bridgeness Slab, in Bo'ness in the 1860s – and the ...",https://i.ytimg.com/vi/lXg8H2zzyC4/default.jpg,120,90,https://i.ytimg.com/vi/lXg8H2zzyC4/mqdefault.jpg,320,180,https://i.ytimg.com/vi/lXg8H2zzyC4/hqdefault.jpg,480,360,none,2015-04-01 16:49:24,YT.0048,1741,0.000151599,YT.Auth.0047,,lXg8H2zzyC4,,0
66b63379ccc3aeac4d043fef,n_cnRDhlWm8,2010-08-20T16:51:36Z,UCoYE00RNB9mDLWlDSl-P4jg,Debate: UK World Heritage Sites (14th Dec 05),Jo puts the case for making the Antonine Wall in Bearsden a World Heritage Site.,https://i.ytimg.com/vi/n_cnRDhlWm8/default.jpg,120,90,https://i.ytimg.com/vi/n_cnRDhlWm8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/n_cnRDhlWm8/hqdefault.jpg,480,360,none,2010-08-20 16:51:36,YT.0022,46,0.000004005500423,YT.Auth.0020,0,n_cnRDhlWm8,0,0
66b63379ccc3aeac4d043ffe,d5QCdv0l4iM,2012-05-03T08:16:32Z,UCcn32D0UHl5bg4Z8FJGscHg,Antonine Wall World Heritage Celebrations,"Celebrating the awarding of world heritage status to the Antonine Wall in Scotland, built by the Roman army. the event included ...",https://i.ytimg.com/vi/d5QCdv0l4iM/default.jpg,120,90,https://i.ytimg.com/vi/d5QCdv0l4iM/mqdefault.jpg,320,180,https://i.ytimg.com/vi/d5QCdv0l4iM/hqdefault.jpg,480,360,none,2012-05-03 08:16:32,YT.0031,63,0.000005485794057,YT.Auth.0031,0,d5QCdv0l4iM,0,0
66b63379ccc3aeac4d044000,bAVgVdqY3dg,2014-01-16T18:15:27Z,UCqnUU9as0z6M5KP8btGn0vA,Firth of Clyde from Bishopton Roman Fort,View from site of 2nd century AD Antonine Fort. No traces of fort visible on ground.,https://i.ytimg.com/vi/bAVgVdqY3dg/default.jpg,120,90,https://i.ytimg.com/vi/bAVgVdqY3dg/mqdefault.jpg,320,180,https://i.ytimg.com/vi/bAVgVdqY3dg/hqdefault.jpg,480,360,none,2014-01-16 18:15:27,YT.0038,542,0.000047195,YT.Auth.0007,3,bAVgVdqY3dg,0,0
66b63379ccc3aeac4d044008,LAfbSG8jN8o,2009-10-18T19:25:44Z,UCqnUU9as0z6M5KP8btGn0vA,"Antonine Wall at Barr Hill, Scotland",This is one of the best preserved sections of the Antonine Wall on the approach to Barr Hill Roman Fort.,https://i.ytimg.com/vi/LAfbSG8jN8o/default.jpg,120,90,https://i.ytimg.com/vi/LAfbSG8jN8o/mqdefault.jpg,320,180,https://i.ytimg.com/vi/LAfbSG8jN8o/hqdefault.jpg,480,360,none,2009-10-18 19:25:44,YT.0009,626,0.00005451,YT.Auth.0007,2,LAfbSG8jN8o,1,0
66b63379ccc3aeac4d04400a,h1XBTwzqqag,2009-12-10T09:39:17Z,UCqQEbaS5TSYGLawkESQTc9A,The Antonine Wall in Scottland (sk),The Antonine Wall in Scotland is the northernmost frontier monument of the Roman Empire. In 2008 this archaeological ...,https://i.ytimg.com/vi/h1XBTwzqqag/default.jpg,120,90,https://i.ytimg.com/vi/h1XBTwzqqag/mqdefault.jpg,320,180,https://i.ytimg.com/vi/h1XBTwzqqag/hqdefault.jpg,480,360,none,2009-12-10 09:39:17,YT.0017,91,0.00000792392475,YT.Auth.0013,0,h1XBTwzqqag,0,0
66b63379ccc3aeac4d04400b,Vjvv-9o_1i4,2009-12-10T14:03:44Z,UCqQEbaS5TSYGLawkESQTc9A,"Frontiers of the Roman Empire (English, part 1/2)",The frontiers of the Roman Empire form a vast cultural monument that runs for over 7000 km from Scotland across Central Europe ...,https://i.ytimg.com/vi/Vjvv-9o_1i4/default.jpg,120,90,https://i.ytimg.com/vi/Vjvv-9o_1i4/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Vjvv-9o_1i4/hqdefault.jpg,480,360,none,2009-12-10 14:03:44,YT.0018,6219,0.000541526,YT.Auth.0013,51,Vjvv-9o_1i4,1,0
66b63379ccc3aeac4d04400c,13SAzlPKA6Q,2010-04-22T14:18:59Z,UCoYE00RNB9mDLWlDSl-P4jg,Parliamentary questions: Antonine Wall (12th July 2007),Jo calls for a debate in Parliament on the possibility of nominating the Antonine Wall as a world heritage site.,https://i.ytimg.com/vi/13SAzlPKA6Q/default.jpg,120,90,https://i.ytimg.com/vi/13SAzlPKA6Q/mqdefault.jpg,320,180,https://i.ytimg.com/vi/13SAzlPKA6Q/hqdefault.jpg,480,360,none,2010-04-22 14:18:59,YT.0020,148,0.000012887,YT.Auth.0020,1,13SAzlPKA6Q,0,0
66b63379ccc3aeac4d04400d,otQMpQNKWlA,2011-04-10T10:24:49Z,UCY4OIqF_j84hyPAd3nJL5Lg,Emperors of Rome: Antoninus Pius,Antoninus Pius.,https://i.ytimg.com/vi/otQMpQNKWlA/default.jpg,120,90,https://i.ytimg.com/vi/otQMpQNKWlA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/otQMpQNKWlA/hqdefault.jpg,480,360,none,2011-04-10 10:24:49,YT.0026,18402,0.001602374,YT.Auth.0026,164,otQMpQNKWlA,34,0
66b63379ccc3aeac4d044011,eXT4zElYiWc,2013-02-13T20:29:05Z,UC_WgRJZEdEAU662oihG3joQ,"11161 Antonine Wall: Southern Highlands 5 Bedroom Home, 5,440 Sq Ft Home in Royal Highlands (part 2)",www.HomesofSouthernHighlands.com Call Ryan Field at: 702-900-8535 for pricing.,https://i.ytimg.com/vi/eXT4zElYiWc/default.jpg,120,90,https://i.ytimg.com/vi/eXT4zElYiWc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/eXT4zElYiWc/hqdefault.jpg,480,360,none,2013-02-13 20:29:05,YT.0035,49,0.000004266728711,YT.Auth.0034,0,eXT4zElYiWc,0,0
66b63379ccc3aeac4d044012,5rmKG_liqwk,2014-09-20T14:41:34Z,UClFaWLD3sIXeVgvKE6WmW3Q,The Antonine Guard on Barhill 13/9/2014,Oh dear.,https://i.ytimg.com/vi/5rmKG_liqwk/default.jpg,120,90,https://i.ytimg.com/vi/5rmKG_liqwk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/5rmKG_liqwk/hqdefault.jpg,480,360,none,2014-09-20 14:41:34,YT.0043,56,0.000004876261384,YT.Auth.0041,0,5rmKG_liqwk,0,0
66b63379ccc3aeac4d044013,TMgwem7YEWQ,2015-01-20T16:26:23Z,UCdq5Mqg9oi7t_sjILkXTCUQ,The Bridgeness Slab 2014,"I got a camera slider for Christmas and this has been my first opportunity to give it a go. The Bridgeness Slab, Bo'ness - a replica ...",https://i.ytimg.com/vi/TMgwem7YEWQ/default.jpg,120,90,https://i.ytimg.com/vi/TMgwem7YEWQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/TMgwem7YEWQ/hqdefault.jpg,480,360,none,2015-01-20 16:26:23,YT.0046,159,0.000013845,YT.Auth.0045,2,TMgwem7YEWQ,0,0
66b63379ccc3aeac4d04401b,C1akmkSUuWw,2016-04-15T16:30:25Z,UCEAuWuv42F8vSt6Cxf0BhXQ,"Vahni Capildeo reads &#39;[name]&#39;. Antonine Wall, Bearsden, Scotland. March 29th 2016.",Recorded for the Out of Bounds poetry project tour. Visit http://outofbounds.digital for more information.,https://i.ytimg.com/vi/C1akmkSUuWw/default.jpg,120,90,https://i.ytimg.com/vi/C1akmkSUuWw/mqdefault.jpg,320,180,https://i.ytimg.com/vi/C1akmkSUuWw/hqdefault.jpg,480,360,none,2016-04-15 16:30:25,YT.0062,17,0.000001480293635,YT.Auth.0058,0,C1akmkSUuWw,0,0
66b63379ccc3aeac4d04401d,BicxMCP7hj0,2016-04-28T11:32:29Z,UCWpb226xBl1Y05uB1ABJehQ,Rough Castle Roman Site April 2016,"The Antonine wall site ""Rough Castle"" A little bit west of the Falkirk Wheel.",https://i.ytimg.com/vi/BicxMCP7hj0/default.jpg,120,90,https://i.ytimg.com/vi/BicxMCP7hj0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/BicxMCP7hj0/hqdefault.jpg,480,360,none,2016-04-28 11:32:29,YT.0064,139,0.000012104,YT.Auth.0063,4,BicxMCP7hj0,0,0
66b63379ccc3aeac4d044020,UePGnCo7Qco,2009-08-22T18:53:21Z,UC1Jhtkz6p-VH85GevVrygdA,Antonine Wall at Rough Castle,"The Antonine Wall and Roman fort at Rough Castle, Scotland.",https://i.ytimg.com/vi/UePGnCo7Qco/default.jpg,120,90,https://i.ytimg.com/vi/UePGnCo7Qco/mqdefault.jpg,320,180,https://i.ytimg.com/vi/UePGnCo7Qco/hqdefault.jpg,480,360,none,2009-08-22 18:53:21,YT.0008,1231,0.000107191,YT.Auth.0008,5,UePGnCo7Qco,2,0
66b63379ccc3aeac4d044023,z4yvY4mdHBc,2009-12-10T09:29:17Z,UCqQEbaS5TSYGLawkESQTc9A,The Antonine Wall in Scotland (en),The Antonine Wall in Scotland is the northernmost frontier monument of the Roman Empire. In 2008 this archaeological ...,https://i.ytimg.com/vi/z4yvY4mdHBc/default.jpg,120,90,https://i.ytimg.com/vi/z4yvY4mdHBc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/z4yvY4mdHBc/hqdefault.jpg,480,360,none,2009-12-10 09:29:17,YT.0014,26989,0.002350097,YT.Auth.0013,234,z4yvY4mdHBc,44,0
